Date,Open,High,Low,Close,Volume
2020-03-16,59.3999,63.604,58.9203,59.4637,328332595.23873
2020-03-13,65.0286,68.7194,62.1016,68.2419,377526630.27519
2020-03-12,62.8334,66.2858,60.8833,60.9411,426143545.32526
2020-03-11,68.0983,69.0414,66.7424,67.6197,261078616.02219
2020-03-10,68.0354,70.3235,66.1313,70.0513,290518663.39651
2020-03-09,64.7515,68.2717,64.5671,65.3427,292000076.28202
2020-03-06,69.2289,71.3963,69.0434,70.9556,230322184.60492
2020-03-05,72.5507,73.5397,71.5408,71.9096,191010572.40881
2020-03-04,72.777,74.4868,71.9615,74.3233,223195207.9069
2020-03-03,74.5496,74.6304,70.165,71.0284,325330515.09756
2020-03-02,69.2976,74.0032,68.181,73.3552,347654230.14272
2020-02-28,63.1603,68.3515,62.939,67.1093,434708544.96265
2020-02-27,69.0125,70.2148,67.0106,67.1492,326481344.69964
2020-02-26,70.3444,73.1329,70.3374,71.8458,202355599.94013
2020-02-25,73.8836,74.2715,70.2458,70.7223,234901062.69171
2020-02-24,72.9794,74.6742,71.0054,73.2037,226267540.682
2020-02-21,78.2224,78.668,76.2265,76.8536,132082808.70181
2020-02-20,79.2054,79.7029,78.1207,78.6362,102409056.64593
2020-02-19,78.5604,79.6829,78.5604,79.4487,95706433.380605
2020-02-18,77.4199,78.5006,77.2374,78.3161,155561889.14211
2020-02-14,79.7248,80.0279,79.2602,79.7757,81582055.014253
2020-02-13,79.5883,80.0867,79.3819,79.7557,96484032.010238
2020-02-12,78.9203,80.3339,78.9203,80.3279,115814658.25635
2020-02-11,79.4447,79.5185,78.2443,78.4676,96051803.630304
2020-02-10,77.1317,78.9402,77.05,78.9402,111352920.38576
2020-02-07,79.1416,79.3948,78.0679,78.5684,119840872.72705
2020-02-06,79.005,79.6541,78.4428,79.6511,107612494.98204
2020-02-05,79.2354,79.5414,78.1157,78.7269,121291828.99587
2020-02-04,77.2255,78.2862,76.8157,78.0938,139450517.45121
2020-02-03,74.5307,76.7818,74.0192,75.5984,177594773.78992
2020-01-31,78.6032,79.0329,75.5066,75.8087,203728659.32933
2020-01-30,78.5106,79.3749,78.0679,79.321,129372404.52934
2020-01-29,79.4646,80.2961,78.7089,79.4367,221092872.83518
2020-01-28,76.5615,77.9821,76.4618,77.8086,165599334.39611
2020-01-27,75.9373,76.3581,74.6702,75.6692,165299314.05269
2020-01-24,78.4378,79.1884,77.7658,77.9592,149577302.38166
2020-01-23,77.8635,78.2663,77.3072,78.1845,106639144.08179
2020-01-22,78.026,78.373,77.717,77.8106,103944876.98116
2020-01-21,77.688,78.1337,77.3929,77.5345,113142600.69356
2020-01-17,77.4597,78.0659,77.1497,78.0639,140675344.07367
2020-01-16,76.8057,77.3191,76.4378,77.2075,111086571.43498
2020-01-15,76.378,77.2723,75.8187,76.2514,124452720.07133
2020-01-14,77.5664,77.7788,76.4578,76.5814,165987098.56311
2020-01-13,76.3262,77.6581,76.2036,77.6312,124619469.14501
2020-01-10,76.069,76.5785,75.4968,76.0042,143791287.46599
2020-01-09,75.2475,76.0261,74.9963,75.8377,174022747.47748
2020-01-08,72.781,74.5626,72.779,74.2575,135109542.81419
2020-01-07,73.435,73.6972,72.8607,73.0831,113823807.20067
2020-01-06,71.9515,73.4649,71.7023,73.425,121038376.26169
2020-01-03,72.779,73.6185,72.6185,72.8488,149575255.15618
2020-01-02,72.5537,73.6225,72.2955,73.5616,138461336.41248
